0,0.011566,0.008895,0.076685,0.551311,0.000094,0.000116,0.000152,0.000082,0.000147,0.000053,0.000315,0.000493,0.002099,0.033397,0.000004,0.000017,0.000032,0.00001,0.000013,0.000003,0.014058,0.012748,0.093519,0.824461,0.000115,0.000268,0.000436,0.000137,0.000241,0.101
0,0.007903,0.007806,0.053744,0.588524,0.000033,0.000084,0.000105,0.000058,0.000057,0.000021,0.000281,0.000462,0.002313,0.037605,0.000003,0.000018,0.000018,0.000006,0.000003,0.000002,0.009401,0.010536,0.066342,0.802874,0.000049,0.00019,0.000203,0.00009,0.000074,0.1051
0,0.009883,0.006985,0.065808,0.631774,0.000049,0.000065,0.000096,0.000051,0.000088,0.000029,0.000369,0.000381,0.002649,0.046002,0.000006,0.000012,0.000028,0.000009,0.000009,0.000002,0.010979,0.00812,0.074137,0.767189,0.000067,0.0001,0.000195,0.000079,0.000115,0.07678
0,0.008571,0.009644,0.056854,0.558311,0.000041,0.000066,0.000111,0.000054,0.00009,0.000024,0.000411,0.000336,0.002608,0.056445,0.000002,0.000016,0.000039,0.000008,0.00001,0.000002,0.01047,0.011052,0.06766,0.822731,0.00005,0.00013,0.000286,0.000086,0.000128,0.07849
0,0.009367,0.010109,0.061842,0.572276,0.000052,0.000076,0.000094,0.000061,0.000098,0.000029,0.000355,0.000374,0.002181,0.044731,0.000003,0.000019,0.000018,0.00001,0.000011,0.000002,0.011212,0.012145,0.072545,0.812984,0.000069,0.000202,0.000214,0.000116,0.000172,0.08758
0,0.00923,0.008935,0.060818,0.554057,0.000052,0.000069,0.000107,0.000057,0.000087,0.000029,0.000269,0.000668,0.001724,0.032161,0.000003,0.000013,0.00002,0.000006,0.000008,0.000002,0.011376,0.014428,0.073067,0.826101,0.000072,0.000177,0.000282,0.000098,0.000155,0.09009
0,0.009528,0.012395,0.0641,0.551566,0.000045,0.000109,0.000105,0.00005,0.000115,0.000032,0.00049,0.000832,0.004412,0.052409,0.000003,0.00005,0.000049,0.000013,0.000027,0.000004,0.012036,0.016572,0.08863,0.824851,0.000062,0.000372,0.000362,0.000125,0.000233,0.1038
0,0.011796,0.01863,0.077639,0.438956,0.00011,0.000151,0.000121,0.000052,0.000229,0.000078,0.000481,0.001026,0.003462,0.040847,0.000006,0.000034,0.000042,0.00001,0.000023,0.000006,0.016757,0.028015,0.118954,0.885384,0.000163,0.000575,0.000693,0.000154,0.000474,0.1402
0,0.014647,0.023145,0.096246,0.646429,0.000107,0.000118,0.00015,0.000063,0.000198,0.000061,0.000208,0.0019,0.001945,0.01903,0.000006,0.000027,0.000048,0.000013,0.000015,0.000004,0.015694,0.035175,0.107054,0.74753,0.000142,0.000281,0.000435,0.00014,0.000277,0.08351
0,0.007984,0.010858,0.053003,0.413674,0.000058,0.000081,0.000078,0.000044,0.000107,0.000035,0.000706,0.000625,0.004854,0.090915,0.000004,0.00002,0.000023,0.000011,0.00001,0.000003,0.011935,0.014242,0.080922,0.900388,0.000078,0.000206,0.000217,0.00011,0.000155,0.1048
0,0.013816,0.020476,0.089928,0.618475,0.00009,0.000095,0.000115,0.000047,0.000198,0.000054,0.000401,0.002118,0.00315,0.037088,0.000009,0.000028,0.000051,0.000017,0.000023,0.000003,0.015467,0.027909,0.103429,0.771806,0.000125,0.000189,0.00032,0.000117,0.000288,0.06846
0,0.00923,0.013142,0.062774,0.566806,0.000053,0.000124,0.000157,0.000068,0.000107,0.000031,0.000325,0.000715,0.002586,0.038632,0.000003,0.000028,0.000032,0.000007,0.00001,0.000003,0.011533,0.017663,0.082713,0.815932,0.000074,0.000389,0.000421,0.000119,0.000183,0.124
0,0.008571,0.008335,0.056097,0.562184,0.000039,0.000048,0.000064,0.000047,0.000063,0.000023,0.00027,0.000553,0.001845,0.033264,0.000002,0.000008,0.000013,0.000006,0.000004,0.000001,0.010431,0.013027,0.068323,0.821342,0.000056,0.000126,0.000179,0.000093,0.000092,0.07425
0,0.00556,0.008347,0.036396,0.380592,0.000025,0.000031,0.000037,0.000023,0.000047,0.000015,0.000314,0.000434,0.002078,0.053562,0.000001,0.000004,0.000006,0.000002,0.000004,0.000001,0.008714,0.012649,0.057397,0.9205,0.000038,0.000071,0.000092,0.000044,0.000077,0.08218
0,0.012941,0.014589,0.087177,0.602551,0.000113,0.000193,0.000207,0.000105,0.000203,0.000064,0.000557,0.000895,0.00343,0.050228,0.000009,0.000039,0.000042,0.000018,0.000016,0.000007,0.014977,0.019142,0.101199,0.784592,0.000149,0.00038,0.000374,0.000188,0.000275,0.1191
0,0.013776,0.020399,0.089808,0.652673,0.000082,0.000093,0.000101,0.000067,0.000154,0.000055,0.00028,0.000754,0.00186,0.026387,0.000009,0.000022,0.000041,0.000016,0.000022,0.000002,0.014726,0.02316,0.09635,0.744721,0.000113,0.000179,0.000255,0.000132,0.000229,0.06828
